0.677734, 0.693359, 0.712891, 0.708008, 0.669922, 0.711914, 0.714844, 0.675781, 0.662109, 0.679688, 0.695364, 0.714895, 0.710835, 0.674548, 0.714638, 0.713353, 0.673674, 0.659334, 0.679482, 0.696083, 0.715512, 0.704975, 0.666427, 0.708984, 0.611174, 0.580952, 0.576377, 0.673263, 0.690944, 0.711349, 0.628032, 0.596012, 0.664474, 0.233296, 0.227179, 0.253803, 0.593287, 0.628238, 0.674342, 0.328690, 0.306332, 0.418586, 0.035516, 0.023643, 0.025391, 0.294665, 0.355315, 0.435341, 0.053968, 0.028269, 0.044922, 0.017013, 0.008995, 0.009714, 0.038292, 0.046618, 0.052323, 0.024568, 0.010177, 0.015419, 0.012079, 0.006219, 0.006219, 0.015419, 0.016036, 0.014700, 0.017116, 0.006116, 0.009663, 0.010023, 0.004523, 0.004523, 0.010485, 0.010485, 0.008532, 0.013826, 0.004472, 0.007401, 0.008789, 0.003906, 0.003906, 0.008326, 0.007864, 0.006373, 0.011770, 0.003444, 0.006373, 0.009714, 0.006682, 0.002981, 0.007299, 0.006322, 0.005345, 0.011256, 0.007042, 0.005859, 0.009714, 0.007710, 0.001953, 0.006836, 0.012079, 0.004883, 0.011719, 0.009046, 0.005294, 0.044973, 0.005859, 0.001953, 0.006836, 0.017218, 0.004266, 0.016653, 0.005962, 0.004266, 0.327868, 0.052734, 0.003187, 0.007504, 0.011565, 0.003238, 0.133121, 0.015574, 0.003906, 0.599147, 0.299239, 0.037315, 0.049548, 0.010948, 0.002930, 0.455387, 0.136359, 0.019737, 0.694130, 0.555099, 0.283717, 0.332751, 0.097296, 0.006785, 0.653526, 0.444490, 0.157227, 0.711092, 0.650442, 0.541992, 0.586863, 0.418637, 0.063734, 0.702046, 0.625000, 0.511462, 0.716026, 0.674291, 0.643966, 0.664782, 0.630140, 0.386153, 0.707802, 0.664731, 0.677889, 0.714176, 0.674137, 0.657792, 0.673623, 0.682669, 0.640265, 0.707083, 0.668843, 0.708008, 0.716643, 0.677529, 0.662829, 0.679688, 0.695312, 0.709961, 0.709961, 0.672852, 0.713867, 0.716797, 0.676758, 0.662109
0.680664, 0.697266, 0.715820, 0.709961, 0.673828, 0.714844, 0.715820, 0.676758, 0.662109, 0.675833, 0.679019, 0.635280, 0.709139, 0.671567, 0.708573, 0.716643, 0.678403, 0.664576, 0.611688, 0.495117, 0.292969, 0.705952, 0.640008, 0.604132, 0.716437, 0.676449, 0.654400, 0.294202, 0.134611, 0.041324, 0.633892, 0.399414, 0.265831, 0.713610, 0.646639, 0.544716, 0.044511, 0.019788, 0.010691, 0.308131, 0.091231, 0.043380, 0.657175, 0.427375, 0.228618, 0.013775, 0.015214, 0.006271, 0.062037, 0.012284, 0.011616, 0.326275, 0.098633, 0.035105, 0.009868, 0.031353, 0.004934, 0.022255, 0.006939, 0.006990, 0.045333, 0.011359, 0.008275, 0.006630, 0.011205, 0.002930, 0.016088, 0.018606, 0.004780, 0.016190, 0.006579, 0.004780, 0.004883, 0.006322, 0.002673, 0.011205, 0.008943, 0.003649, 0.011667, 0.013466, 0.003649, 0.004060, 0.004472, 0.001542, 0.008943, 0.003084, 0.002930, 0.007967, 0.011102, 0.002519, 0.002930, 0.003341, 0.000977, 0.007247, 0.001388, 0.002364, 0.006271, 0.003752, 0.001388, 0.002930, 0.002930, 0.000257, 0.006116, 0.000977, 0.001234, 0.005140, 0.002210, 0.000977, 0.002930, 0.002056, 0.000874, 0.005859, 0.000103, 0.000977, 0.004883, 0.001079, 0.000103, 0.038703, 0.039319, 0.041067, 0.004883, 0.000977, 0.000977, 0.003855, 0.000977, 0.000000, 0.468493, 0.480006, 0.567897, 0.035105, 0.025236, 0.041889, 0.003135, 0.000977, 0.000000, 0.662572, 0.675113, 0.701172, 0.330489, 0.290707, 0.364772, 0.010382, 0.003135, 0.002159, 0.676244, 0.691869, 0.711863, 0.674445, 0.628392, 0.682000, 0.292866, 0.221166, 0.210424, 0.678454, 0.694079, 0.713610, 0.706466, 0.667095, 0.710064, 0.652035, 0.578433, 0.560907, 0.677220, 0.693668, 0.714021, 0.708830, 0.670590, 0.713559, 0.714124, 0.671567, 0.656610, 0.678711, 0.695312, 0.714844, 0.708008, 0.669922, 0.711914, 0.712891, 0.672852, 0.658203
0.679688, 0.696289, 0.715820, 0.708984, 0.671875, 0.712891, 0.714844, 0.675781, 0.662109, 0.678197, 0.694439, 0.707391, 0.709344, 0.672132, 0.708111, 0.716694, 0.678248, 0.646330, 0.677786, 0.694850, 0.324990, 0.709241, 0.672338, 0.236277, 0.717002, 0.678660, 0.191869, 0.679019, 0.462582, 0.432000, 0.710218, 0.398900, 0.027395, 0.716180, 0.378392, 0.013826, 0.519326, 0.359067, 0.077046, 0.433028, 0.047800, 0.014905, 0.419973, 0.017527, 0.005448, 0.490646, 0.091077, 0.011462, 0.121145, 0.019840, 0.006476, 0.037469, 0.004677, 0.003084, 0.090152, 0.015162, 0.007401, 0.058337, 0.005448, 0.011462, 0.012644, 0.002724, 0.002724, 0.019171, 0.008635, 0.004729, 0.019891, 0.004472, 0.005705, 0.007658, 0.002519, 0.001953, 0.010023, 0.006887, 0.002981, 0.012901, 0.003032, 0.003958, 0.006836, 0.002005, 0.001028, 0.007812, 0.005551, 0.002621, 0.015728, 0.002621, 0.003598, 0.009149, 0.001953, 0.000668, 0.007144, 0.004215, 0.001953, 0.011051, 0.001953, 0.002930, 0.007812, 0.001953, 0.000668, 0.004934, 0.004831, 0.001028, 0.009714, 0.001902, 0.002878, 0.006887, 0.001953, 0.000000, 0.005859, 0.003906, 0.001953, 0.008789, 0.000977, 0.001953, 0.007812, 0.001542, 0.000000, 0.005088, 0.003906, 0.087531, 0.008789, 0.000977, 0.004266, 0.007812, 0.000977, 0.000771, 0.006836, 0.007915, 0.679019, 0.009097, 0.000977, 0.451172, 0.007299, 0.001799, 0.093904, 0.006322, 0.327919, 0.711400, 0.010742, 0.068308, 0.705284, 0.009766, 0.002519, 0.592876, 0.011102, 0.679688, 0.715306, 0.011616, 0.580644, 0.713353, 0.009766, 0.337685, 0.657946, 0.571854, 0.691715, 0.712942, 0.243627, 0.665861, 0.711708, 0.121916, 0.659642, 0.661133, 0.673109, 0.693462, 0.713970, 0.689453, 0.670282, 0.713250, 0.598581, 0.674342, 0.662983, 0.678711, 0.695312, 0.715820, 0.708008, 0.670898, 0.713867, 0.711914, 0.673828, 0.661133
0.680664, 0.696289, 0.715820, 0.709961, 0.672852, 0.713867, 0.715820, 0.676758, 0.662109, 0.677786, 0.693668, 0.713662, 0.709498, 0.671926, 0.713405, 0.712171, 0.677734, 0.664062, 0.676552, 0.695724, 0.714792, 0.650802, 0.672749, 0.713302, 0.400082, 0.676706, 0.663035, 0.223376, 0.695878, 0.715409, 0.174188, 0.664731, 0.714998, 0.049137, 0.499229, 0.664422, 0.023849, 0.508892, 0.713662, 0.031661, 0.069233, 0.704718, 0.018195, 0.022667, 0.618832, 0.012438, 0.029657, 0.525236, 0.019326, 0.012181, 0.405582, 0.011102, 0.007864, 0.075761, 0.008635, 0.011667, 0.064505, 0.014083, 0.005140, 0.025082, 0.009766, 0.004729, 0.011102, 0.006990, 0.007144, 0.011462, 0.012027, 0.003906, 0.009868, 0.008943, 0.003906, 0.005345, 0.006733, 0.005757, 0.005757, 0.010639, 0.002827, 0.005757, 0.008686, 0.002930, 0.003803, 0.005500, 0.004883, 0.004523, 0.009406, 0.001953, 0.004523, 0.007812, 0.002930, 0.002930, 0.004883, 0.004883, 0.003289, 0.008172, 0.001336, 0.003906, 0.007196, 0.002313, 0.002313, 0.004883, 0.004009, 0.002930, 0.006939, 0.001850, 0.003906, 0.005088, 0.001953, 0.001079, 0.037212, 0.003906, 0.002930, 0.007915, 0.000977, 0.003752, 0.005037, 0.001799, 0.001799, 0.183594, 0.020765, 0.002519, 0.013672, 0.001799, 0.002519, 0.007504, 0.000977, 0.000565, 0.443411, 0.179585, 0.002621, 0.416581, 0.004934, 0.002621, 0.426706, 0.002313, 0.000668, 0.669459, 0.205181, 0.185187, 0.698756, 0.008635, 0.006630, 0.705181, 0.007556, 0.000051, 0.675833, 0.644583, 0.351203, 0.705900, 0.613795, 0.018657, 0.714073, 0.605726, 0.003598, 0.677837, 0.691920, 0.508172, 0.708522, 0.667455, 0.355880, 0.715769, 0.671721, 0.294716, 0.679379, 0.694285, 0.708522, 0.709447, 0.670127, 0.704564, 0.715358, 0.674085, 0.642989, 0.676758, 0.692383, 0.711914, 0.708984, 0.671875, 0.711914, 0.717773, 0.677734, 0.662109
0.678711, 0.695312, 0.713867, 0.708008, 0.670898, 0.711914, 0.714844, 0.675781, 0.661133, 0.677786, 0.694387, 0.713867, 0.710783, 0.673674, 0.714690, 0.718544, 0.679482, 0.665759, 0.680356, 0.696083, 0.715615, 0.709190, 0.672081, 0.713096, 0.694285, 0.654348, 0.645045, 0.677375, 0.693000, 0.712531, 0.687603, 0.647204, 0.701377, 0.424137, 0.393966, 0.440275, 0.649003, 0.668483, 0.703433, 0.442280, 0.403577, 0.550421, 0.114206, 0.096680, 0.114772, 0.331466, 0.382915, 0.511924, 0.137593, 0.108141, 0.165347, 0.026213, 0.015882, 0.019377, 0.089073, 0.110814, 0.163703, 0.034385, 0.015368, 0.024620, 0.015522, 0.008069, 0.009354, 0.020302, 0.021382, 0.021227, 0.021433, 0.008275, 0.012901, 0.011822, 0.005602, 0.006579, 0.012798, 0.012798, 0.011410, 0.015728, 0.005705, 0.009611, 0.010177, 0.004317, 0.004729, 0.009714, 0.009200, 0.008738, 0.013672, 0.004369, 0.008275, 0.011822, 0.004420, 0.003392, 0.008326, 0.007812, 0.007350, 0.014597, 0.005294, 0.007350, 0.013672, 0.004883, 0.002930, 0.008635, 0.011102, 0.006425, 0.015214, 0.006425, 0.006425, 0.104132, 0.011462, 0.002519, 0.009766, 0.015625, 0.005859, 0.056024, 0.009097, 0.005859, 0.372790, 0.111534, 0.013106, 0.033820, 0.016859, 0.005551, 0.252159, 0.060290, 0.014803, 0.644788, 0.364720, 0.112099, 0.179996, 0.059365, 0.009509, 0.564042, 0.251182, 0.080438, 0.702354, 0.597553, 0.357370, 0.480983, 0.239155, 0.042815, 0.682669, 0.534899, 0.278629, 0.713867, 0.662418, 0.576429, 0.629009, 0.517321, 0.165090, 0.702251, 0.637747, 0.557566, 0.714484, 0.671978, 0.643041, 0.667352, 0.640882, 0.432771, 0.708111, 0.664782, 0.675473, 0.717465, 0.677529, 0.661030, 0.678557, 0.684827, 0.628546, 0.708933, 0.670847, 0.706312, 0.714895, 0.675833, 0.660310, 0.675781, 0.689453, 0.692383, 0.708008, 0.669922, 0.710938, 0.715820, 0.676758, 0.663086
0.680664, 0.696289, 0.711914, 0.709961, 0.672852, 0.713867, 0.715820, 0.676758, 0.663086, 0.676449, 0.683388, 0.632864, 0.708316, 0.670898, 0.708265, 0.716797, 0.677837, 0.664062, 0.661287, 0.615132, 0.397924, 0.709498, 0.663703, 0.657998, 0.716386, 0.677683, 0.660362, 0.539011, 0.388466, 0.128855, 0.693616, 0.588302, 0.452611, 0.715152, 0.669819, 0.617496, 0.250154, 0.109992, 0.030068, 0.596474, 0.346885, 0.161133, 0.706774, 0.617958, 0.446546, 0.047852, 0.022050, 0.010588, 0.317331, 0.090306, 0.039782, 0.643452, 0.403886, 0.185290, 0.016550, 0.018349, 0.007196, 0.082340, 0.016602, 0.012644, 0.372533, 0.127107, 0.041427, 0.011513, 0.016190, 0.006116, 0.027292, 0.013363, 0.008326, 0.090101, 0.020970, 0.010125, 0.007453, 0.009714, 0.005037, 0.019326, 0.010537, 0.006990, 0.021330, 0.012541, 0.005345, 0.006836, 0.006014, 0.003958, 0.013929, 0.005140, 0.005911, 0.015779, 0.011770, 0.003958, 0.005808, 0.004883, 0.003855, 0.010639, 0.002878, 0.004883, 0.010639, 0.005757, 0.002930, 0.004729, 0.004729, 0.002775, 0.008635, 0.001953, 0.004574, 0.008481, 0.003752, 0.002775, 0.003906, 0.003906, 0.001953, 0.007556, 0.001696, 0.002930, 0.006579, 0.002673, 0.001953, 0.010742, 0.013261, 0.013826, 0.006476, 0.000977, 0.002570, 0.005859, 0.001953, 0.001593, 0.226460, 0.244860, 0.295076, 0.009560, 0.003289, 0.006116, 0.005397, 0.001491, 0.000977, 0.574681, 0.595755, 0.652806, 0.242085, 0.222399, 0.299650, 0.006579, 0.002107, 0.000977, 0.670436, 0.686112, 0.708162, 0.598633, 0.561626, 0.636051, 0.227642, 0.171310, 0.175370, 0.677683, 0.693514, 0.714021, 0.701943, 0.663240, 0.706671, 0.606651, 0.547389, 0.533409, 0.676090, 0.692588, 0.712222, 0.706055, 0.668843, 0.709961, 0.708625, 0.666273, 0.649363, 0.679688, 0.695312, 0.715820, 0.709961, 0.672852, 0.714844, 0.715820, 0.675781, 0.661133
0.680664, 0.696289, 0.716797, 0.710938, 0.673828, 0.714844, 0.716797, 0.677734, 0.664062, 0.677169, 0.693771, 0.713199, 0.709190, 0.671310, 0.712993, 0.716797, 0.677734, 0.664731, 0.679842, 0.696443, 0.593287, 0.710321, 0.673982, 0.590718, 0.716591, 0.677529, 0.539988, 0.677375, 0.656661, 0.099558, 0.708933, 0.635125, 0.096217, 0.716437, 0.647461, 0.062294, 0.679122, 0.353053, 0.019223, 0.710115, 0.335989, 0.019634, 0.716540, 0.352076, 0.015008, 0.383635, 0.030530, 0.008686, 0.437603, 0.020456, 0.009149, 0.449116, 0.021382, 0.006219, 0.059827, 0.012027, 0.004986, 0.097759, 0.007042, 0.005602, 0.095857, 0.007042, 0.002673, 0.016293, 0.007350, 0.004626, 0.026162, 0.003444, 0.004163, 0.017784, 0.003444, 0.001953, 0.008583, 0.008481, 0.003238, 0.014751, 0.002930, 0.003906, 0.008738, 0.002107, 0.001953, 0.006887, 0.006014, 0.002930, 0.011822, 0.002005, 0.002981, 0.007812, 0.001953, 0.001028, 0.007761, 0.005808, 0.001953, 0.011667, 0.001953, 0.002930, 0.006887, 0.001953, 0.000977, 0.006682, 0.004883, 0.001953, 0.010742, 0.001953, 0.002775, 0.007658, 0.001953, 0.000977, 0.005859, 0.004626, 0.001953, 0.010485, 0.001696, 0.002210, 0.007093, 0.001953, 0.000720, 0.005859, 0.003906, 0.062037, 0.009406, 0.000977, 0.004009, 0.007812, 0.001953, 0.000360, 0.006785, 0.006682, 0.419922, 0.010177, 0.001439, 0.312089, 0.008275, 0.001491, 0.092568, 0.006682, 0.379523, 0.708213, 0.011719, 0.201532, 0.684005, 0.009920, 0.010023, 0.448756, 0.344624, 0.677169, 0.713250, 0.047132, 0.562500, 0.711708, 0.010742, 0.418174, 0.651830, 0.635125, 0.692743, 0.713867, 0.545333, 0.665964, 0.711554, 0.373098, 0.653629, 0.658614, 0.673520, 0.692486, 0.712993, 0.701789, 0.670487, 0.712685, 0.681178, 0.675730, 0.663446, 0.679688, 0.696289, 0.715820, 0.708984, 0.672852, 0.713867, 0.712891, 0.674805, 0.662109
0.679688, 0.696289, 0.715820, 0.710938, 0.674805, 0.715820, 0.717773, 0.678711, 0.665039, 0.678711, 0.694387, 0.713919, 0.708008, 0.670179, 0.712120, 0.708470, 0.675987, 0.662315, 0.671310, 0.695312, 0.714844, 0.655273, 0.674394, 0.715512, 0.535979, 0.672697, 0.665502, 0.519428, 0.690378, 0.714690, 0.181281, 0.613076, 0.713199, 0.041530, 0.522615, 0.659745, 0.039988, 0.539474, 0.713662, 0.040245, 0.244860, 0.688734, 0.021587, 0.033512, 0.535156, 0.019428, 0.058645, 0.581569, 0.024311, 0.017424, 0.446906, 0.013877, 0.011410, 0.075144, 0.012747, 0.018349, 0.153731, 0.017630, 0.007864, 0.035310, 0.011719, 0.007196, 0.014803, 0.010023, 0.012233, 0.019120, 0.014905, 0.005500, 0.014443, 0.011359, 0.005500, 0.007710, 0.008378, 0.009354, 0.010485, 0.012850, 0.004472, 0.009509, 0.010331, 0.004883, 0.005448, 0.007350, 0.008326, 0.007864, 0.011256, 0.003444, 0.007350, 0.009303, 0.003958, 0.004420, 0.006836, 0.007299, 0.006322, 0.009714, 0.002930, 0.006322, 0.007761, 0.002930, 0.003392, 0.007967, 0.006836, 0.005859, 0.009354, 0.002364, 0.005859, 0.006836, 0.002364, 0.002930, 0.203690, 0.007453, 0.005243, 0.042455, 0.001953, 0.005243, 0.008686, 0.001953, 0.002313, 0.340101, 0.119398, 0.004883, 0.225226, 0.013980, 0.004883, 0.309776, 0.003289, 0.001953, 0.586606, 0.233501, 0.020713, 0.595086, 0.018092, 0.005602, 0.640368, 0.008224, 0.001953, 0.673211, 0.535722, 0.266910, 0.704050, 0.481702, 0.014340, 0.712839, 0.500874, 0.003495, 0.678762, 0.679431, 0.357370, 0.709190, 0.658100, 0.201634, 0.714690, 0.664731, 0.133018, 0.676192, 0.691509, 0.668123, 0.708213, 0.668843, 0.654862, 0.715718, 0.675267, 0.598479, 0.680407, 0.695107, 0.713353, 0.709858, 0.671721, 0.710578, 0.714895, 0.674856, 0.656867, 0.676758, 0.692383, 0.711914, 0.708984, 0.671875, 0.712891, 0.717773, 0.678711, 0.663086
0.676758, 0.692383, 0.712891, 0.708008, 0.670898, 0.711914, 0.715820, 0.677734, 0.664062, 0.680664, 0.697266, 0.716797, 0.710938, 0.672852, 0.714844, 0.710938, 0.667969, 0.653320, 0.676758, 0.693359, 0.711914, 0.702148, 0.662109, 0.707031, 0.584961, 0.543945, 0.549805, 0.673828, 0.687500, 0.710938, 0.608398, 0.563477, 0.651367, 0.166016, 0.141602, 0.167969, 0.568359, 0.596680, 0.665039, 0.220703, 0.178711, 0.299805, 0.028320, 0.017578, 0.020508, 0.244141, 0.297852, 0.455078, 0.045898, 0.022461, 0.036133, 0.016602, 0.008789, 0.010742, 0.038086, 0.043945, 0.053711, 0.024414, 0.009766, 0.016602, 0.011719, 0.005859, 0.006836, 0.017578, 0.017578, 0.017578, 0.017578, 0.006836, 0.010742, 0.009766, 0.004883, 0.004883, 0.012695, 0.011719, 0.010742, 0.013672, 0.004883, 0.008789, 0.007812, 0.004883, 0.003906, 0.008789, 0.009766, 0.008789, 0.011719, 0.004883, 0.007812, 0.008789, 0.003906, 0.003906, 0.007812, 0.007812, 0.006836, 0.011719, 0.003906, 0.006836, 0.015625, 0.002930, 0.002930, 0.007812, 0.007812, 0.006836, 0.017578, 0.002930, 0.005859, 0.014648, 0.002930, 0.001953, 0.012695, 0.006836, 0.005859, 0.016602, 0.001953, 0.005859, 0.082031, 0.004883, 0.001953, 0.012695, 0.005859, 0.004883, 0.054688, 0.003906, 0.005859, 0.548828, 0.133789, 0.011719, 0.042969, 0.008789, 0.004883, 0.438477, 0.085938, 0.017578, 0.688477, 0.541992, 0.192383, 0.374023, 0.113281, 0.011719, 0.665039, 0.477539, 0.152344, 0.712891, 0.658203, 0.550781, 0.625000, 0.498047, 0.108398, 0.701172, 0.639648, 0.557617, 0.712891, 0.670898, 0.643555, 0.669922, 0.659180, 0.483398, 0.708984, 0.669922, 0.692383, 0.716797, 0.677734, 0.662109, 0.675781, 0.687500, 0.666992, 0.707031, 0.667969, 0.708008, 0.714844, 0.674805, 0.660156, 0.679688, 0.694336, 0.708984, 0.709961, 0.673828, 0.713867, 0.716797, 0.677734, 0.663086
0.680664, 0.696289, 0.716797, 0.710938, 0.673828, 0.714844, 0.715820, 0.676758, 0.663086, 0.676963, 0.693514, 0.711246, 0.709087, 0.671978, 0.712993, 0.717671, 0.678608, 0.664936, 0.679379, 0.688117, 0.641036, 0.710732, 0.673623, 0.711143, 0.716026, 0.676963, 0.663292, 0.635280, 0.565789, 0.289062, 0.706826, 0.653269, 0.617188, 0.716643, 0.678403, 0.657329, 0.377930, 0.232268, 0.079667, 0.659025, 0.493678, 0.287366, 0.712942, 0.657124, 0.557566, 0.111482, 0.057309, 0.020868, 0.393914, 0.181589, 0.081055, 0.667301, 0.506014, 0.267167, 0.026676, 0.021741, 0.010331, 0.131990, 0.036852, 0.021073, 0.412161, 0.200863, 0.071957, 0.016190, 0.015574, 0.007556, 0.039165, 0.012798, 0.011205, 0.133995, 0.039576, 0.015522, 0.010845, 0.010434, 0.006271, 0.025031, 0.008892, 0.008635, 0.028218, 0.011410, 0.008069, 0.007761, 0.007247, 0.005345, 0.017424, 0.005294, 0.006785, 0.018349, 0.007710, 0.005294, 0.006373, 0.005397, 0.003958, 0.012798, 0.003444, 0.005397, 0.012336, 0.004934, 0.003906, 0.005448, 0.004883, 0.002930, 0.009920, 0.002519, 0.004472, 0.008943, 0.003495, 0.003495, 0.004883, 0.004883, 0.002930, 0.008789, 0.001953, 0.003906, 0.007453, 0.002570, 0.002570, 0.086914, 0.084447, 0.126902, 0.008481, 0.001645, 0.003906, 0.006528, 0.001645, 0.001645, 0.366417, 0.362973, 0.473890, 0.095189, 0.073191, 0.112356, 0.006630, 0.001234, 0.001234, 0.656507, 0.666735, 0.697060, 0.413035, 0.352488, 0.473993, 0.089792, 0.059108, 0.060136, 0.675935, 0.691560, 0.711246, 0.690584, 0.645919, 0.694644, 0.441817, 0.332648, 0.333984, 0.677066, 0.692691, 0.713096, 0.707031, 0.669048, 0.711914, 0.700555, 0.650802, 0.633429, 0.679533, 0.695158, 0.714741, 0.707134, 0.670025, 0.711965, 0.712171, 0.671207, 0.655685, 0.676758, 0.692383, 0.712891, 0.708984, 0.671875, 0.712891, 0.716797, 0.676758, 0.663086
